entity_type,entity_id,risk,code,detail
trade,T0002044,0.85,OVERPRICED,+16.1σ vs median
trade,T0002074,0.85,OVERPRICED,+16.1σ vs median
trade,T0002166,0.85,OVERPRICED,+16.1σ vs median
trade,T0002177,0.85,OVERPRICED,+16.1σ vs median
trade,T0002236,0.85,OVERPRICED,+5.6σ vs median
trade,T0002289,0.85,OVERPRICED,+3.1σ vs median
trade,T0002280,0.85,OVERPRICED,+3.1σ vs median
trade,T0002346,0.85,OVERPRICED,+3.1σ vs median
trade,T0002424,0.85,OVERPRICED,+3.1σ vs median
trade,T0002432,0.85,OVERPRICED,+3.1σ vs median
trade,T0002455,0.85,OVERPRICED,+3.1σ vs median
trade,T0005582,0.85,UNDERPRICED,-21.8σ vs median
trade,T0005562,0.85,UNDERPRICED,-10.9σ vs median
trade,T0005615,0.85,UNDERPRICED,-10.9σ vs median
trade,T0005668,0.85,OVERPRICED,+15.8σ vs median
trade,T0005667,0.85,OVERPRICED,+15.8σ vs median
trade,T0000147,0.85,UNDERPRICED,-15.8σ vs median
trade,T0000183,0.85,UNDERPRICED,-15.8σ vs median
trade,T0004644,0.85,UNDERPRICED,-5.9σ vs median
trade,T0004709,0.85,UNDERPRICED,-5.9σ vs median
trade,T0000846,0.85,UNDERPRICED,-78.1σ vs median
trade,T0000842,0.85,UNDERPRICED,-78.1σ vs median
trade,T0005694,0.85,UNDERPRICED,-585.1σ vs median
trade,T0005695,0.85,UNDERPRICED,-585.1σ vs median
trade,T0004828,0.85,OVERPRICED,+46.0σ vs median
trade,T0005275,0.85,UNDERPRICED,-97.7σ vs median
trade,T0005267,0.85,UNDERPRICED,-97.7σ vs median
trade,T0005339,0.85,UNDERPRICED,-2.9σ vs median
trade,T0000123,0.85,UNDERPRICED,-14.0σ vs median
trade,T0000157,0.85,UNDERPRICED,-14.0σ vs median
trade,T0001658,0.85,OVERPRICED,+6.7σ vs median
trade,T0001756,0.85,OVERPRICED,+3.9σ vs median
trade,T0001836,0.85,OVERPRICED,+3.9σ vs median
trade,T0001854,0.85,OVERPRICED,+3.9σ vs median
trade,T0001878,0.85,OVERPRICED,+3.9σ vs median
trade,T0001929,0.85,OVERPRICED,+3.9σ vs median
trade,T0001926,0.85,OVERPRICED,+3.9σ vs median
trade,T0001991,0.85,OVERPRICED,+3.9σ vs median
trade,T0002088,0.85,OVERPRICED,+3.9σ vs median
trade,T0002096,0.85,OVERPRICED,+3.9σ vs median
trade,T0002150,0.85,OVERPRICED,+3.9σ vs median
trade,T0002119,0.85,OVERPRICED,+3.9σ vs median
trade,T0002154,0.85,OVERPRICED,+3.9σ vs median
trade,T0002162,0.85,OVERPRICED,+3.9σ vs median
trade,T0002532,0.85,UNDERPRICED,-3.5σ vs median
trade,T0002525,0.85,UNDERPRICED,-3.5σ vs median
trade,T0002544,0.85,UNDERPRICED,-3.5σ vs median
trade,T0002663,0.85,UNDERPRICED,-3.5σ vs median
trade,T0002690,0.85,UNDERPRICED,-3.5σ vs median
trade,T0002739,0.85,UNDERPRICED,-3.5σ vs median
trade,T0002732,0.85,UNDERPRICED,-3.5σ vs median
trade,T0002822,0.85,UNDERPRICED,-3.5σ vs median
trade,T0002882,0.85,UNDERPRICED,-3.5σ vs median
trade,T0002921,0.85,UNDERPRICED,-3.5σ vs median
trade,T0002991,0.85,UNDERPRICED,-3.5σ vs median
trade,T0003037,0.85,UNDERPRICED,-3.5σ vs median
trade,T0003047,0.85,UNDERPRICED,-2.6σ vs median
trade,T0003788,0.85,OVERPRICED,+12.7σ vs median
trade,T0003766,0.85,OVERPRICED,+12.7σ vs median
trade,T0003942,0.85,OVERPRICED,+17.5σ vs median
trade,T0004197,0.85,OVERPRICED,+17.5σ vs median
trade,T0004202,0.85,OVERPRICED,+17.5σ vs median
trade,T0004285,0.85,OVERPRICED,+17.5σ vs median
trade,T0004263,0.85,OVERPRICED,+17.5σ vs median
trade,T0004340,0.85,OVERPRICED,+11.2σ vs median
trade,T0004330,0.85,OVERPRICED,+11.2σ vs median
trade,T0004400,0.85,OVERPRICED,+11.2σ vs median
trade,T0004367,0.85,OVERPRICED,+11.2σ vs median
trade,T0004544,0.85,OVERPRICED,+11.2σ vs median
trade,T0004578,0.85,OVERPRICED,+11.2σ vs median
trade,T0004333,0.85,UNDERPRICED,-2.8σ vs median
trade,T0004707,0.85,UNDERPRICED,-2.5σ vs median
trade,T0004673,0.85,UNDERPRICED,-2.5σ vs median
trade,T0000695,0.85,UNDERPRICED,-7.1σ vs median
trade,T0000809,0.85,UNDERPRICED,-7.1σ vs median
trade,T0000921,0.85,UNDERPRICED,-7.1σ vs median
trade,T0000996,0.85,UNDERPRICED,-11.0σ vs median
trade,T0001094,0.85,UNDERPRICED,-11.0σ vs median
trade,T0001133,0.85,UNDERPRICED,-11.0σ vs median
trade,T0001140,0.85,UNDERPRICED,-11.0σ vs median
trade,T0002963,0.85,OVERPRICED,+3.0σ vs median
trade,T0002968,0.85,OVERPRICED,+2.8σ vs median
trade,T0002990,0.85,OVERPRICED,+2.7σ vs median
trade,T0003001,0.85,OVERPRICED,+2.7σ vs median
trade,T0003045,0.85,OVERPRICED,+2.7σ vs median
trade,T0003071,0.85,OVERPRICED,+2.7σ vs median
trade,T0003089,0.85,OVERPRICED,+2.7σ vs median
trade,T0003213,0.85,OVERPRICED,+3.4σ vs median
trade,T0003223,0.85,OVERPRICED,+3.4σ vs median
trade,T0003334,0.85,OVERPRICED,+3.4σ vs median
trade,T0003327,0.85,OVERPRICED,+3.4σ vs median
trade,T0003343,0.85,OVERPRICED,+3.4σ vs median
trade,T0003351,0.85,OVERPRICED,+3.4σ vs median
trade,T0003407,0.85,OVERPRICED,+3.4σ vs median
trade,T0003381,0.85,OVERPRICED,+3.4σ vs median
trade,T0003399,0.85,OVERPRICED,+3.4σ vs median
trade,T0004066,0.85,UNDERPRICED,-4.6σ vs median
trade,T0004056,0.85,UNDERPRICED,-2.9σ vs median
trade,T0004122,0.85,UNDERPRICED,-2.9σ vs median
trade,T0004193,0.85,UNDERPRICED,-2.9σ vs median
trade,T0004242,0.85,UNDERPRICED,-2.9σ vs median
trade,T0004414,0.85,UNDERPRICED,-2.7σ vs median
trade,T0005699,0.85,UNDERPRICED,-61.2σ vs median
trade,T0000985,0.85,OVERPRICED,+5.9σ vs median
trade,T0001066,0.85,OVERPRICED,+5.9σ vs median
trade,T0001110,0.85,OVERPRICED,+5.9σ vs median
trade,T0001197,0.85,OVERPRICED,+5.9σ vs median
trade,T0001182,0.85,OVERPRICED,+5.9σ vs median
trade,T0001194,0.85,OVERPRICED,+5.9σ vs median
trade,T0001198,0.85,OVERPRICED,+5.9σ vs median
trade,T0001201,0.85,OVERPRICED,+5.9σ vs median
trade,T0001239,0.85,OVERPRICED,+5.9σ vs median
trade,T0001257,0.85,OVERPRICED,+5.9σ vs median
trade,T0002759,0.85,UNDERPRICED,-2.9σ vs median
trade,T0002724,0.85,UNDERPRICED,-2.9σ vs median
trade,T0002829,0.85,UNDERPRICED,-2.9σ vs median
trade,T0002838,0.85,UNDERPRICED,-2.9σ vs median
trade,T0005719,0.85,UNDERPRICED,-8.6σ vs median
trade,T0005651,0.85,OVERPRICED,+8.7σ vs median
trade,T0005656,0.85,OVERPRICED,+8.7σ vs median
trade,T0005653,0.85,OVERPRICED,+8.7σ vs median
trade,T0000130,0.85,UNDERPRICED,-15.2σ vs median
trade,T0000167,0.85,UNDERPRICED,-15.2σ vs median
trade,T0000256,0.85,UNDERPRICED,-15.2σ vs median
trade,T0000229,0.85,UNDERPRICED,-3.3σ vs median
trade,T0002161,0.85,OVERPRICED,+5.9σ vs median
trade,T0002208,0.85,OVERPRICED,+5.9σ vs median
trade,T0002254,0.85,OVERPRICED,+5.9σ vs median
trade,T0002245,0.85,OVERPRICED,+5.9σ vs median
trade,T0002237,0.85,OVERPRICED,+5.9σ vs median
trade,T0002262,0.85,OVERPRICED,+5.9σ vs median
trade,T0002347,0.85,OVERPRICED,+5.9σ vs median
trade,T0002344,0.85,OVERPRICED,+5.9σ vs median
trade,T0002337,0.85,OVERPRICED,+5.9σ vs median
trade,T0002437,0.85,OVERPRICED,+5.9σ vs median
trade,T0005753,0.85,OVERPRICED,+4.0σ vs median
trade,T0005752,0.85,UNDERPRICED,-2.8σ vs median
trade,T0005749,0.85,OVERPRICED,+5.8σ vs median
trade,T0005755,0.85,OVERPRICED,+4.1σ vs median
trade,T0005748,0.85,OVERPRICED,+5.3σ vs median
trade,T0002501,0.85,OVERPRICED,+5.9σ vs median
trade,T0005707,0.85,UNDERPRICED,-38.5σ vs median
trade,T0002683,0.85,OVERPRICED,+5.9σ vs median
trade,T0002707,0.85,OVERPRICED,+5.9σ vs median
trade,T0002753,0.85,OVERPRICED,+5.9σ vs median
trade,T0002741,0.85,OVERPRICED,+5.9σ vs median
trade,T0002735,0.85,OVERPRICED,+5.9σ vs median
trade,T0002815,0.85,OVERPRICED,+9.6σ vs median
trade,T0002880,0.85,OVERPRICED,+6.9σ vs median
trade,T0002940,0.85,OVERPRICED,+3.7σ vs median
trade,T0005322,0.85,UNDERPRICED,-23.9σ vs median
trade,T0005314,0.85,UNDERPRICED,-23.9σ vs median
trade,T0005348,0.85,UNDERPRICED,-23.9σ vs median
trade,T0005400,0.85,UNDERPRICED,-23.9σ vs median
trade,T0005451,0.85,UNDERPRICED,-23.9σ vs median
trade,T0005478,0.85,UNDERPRICED,-23.9σ vs median
trade,T0005554,0.85,UNDERPRICED,-23.9σ vs median
trade,T0005628,0.85,UNDERPRICED,-23.9σ vs median
trade,T0000461,0.85,RAPID_FLIP,57% relist in 0m
trade,T0000739,0.85,RAPID_FLIP,54% relist in 0m
trade,T0000856,0.85,RAPID_FLIP,40% relist in 0m
trade,T0000941,0.85,RAPID_FLIP,75% relist in 0m
trade,T0001524,0.85,RAPID_FLIP,67% relist in 0m
trade,T0002626,0.85,RAPID_FLIP,35% relist in 0m
trade,T0003698,0.85,RAPID_FLIP,80% relist in 0m
trade,T0005714,0.85,RAPID_FLIP,second leg of collusive flip
trade,T0005710,0.85,RAPID_FLIP,second leg of collusive flip
trade,T0005704,0.85,RAPID_FLIP,second leg of collusive flip
trade,T0005722,0.85,RAPID_FLIP,second leg of collusive flip
trade,T0005720,0.85,RAPID_FLIP,second leg of collusive flip
trade,T0005712,0.85,RAPID_FLIP,second leg of collusive flip
trade,T0005706,0.85,RAPID_FLIP,second leg of collusive flip
trade,T0001452,0.9,WASH_CONC,6 trades; 3 actors cover ≥75% of appearances
trade,T0001460,0.9,WASH_CONC,6 trades; 3 actors cover ≥75% of appearances
trade,T0001464,0.9,WASH_CONC,6 trades; 3 actors cover ≥75% of appearances
trade,T0001579,0.9,WASH_CONC,6 trades; 3 actors cover ≥75% of appearances
trade,T0001675,0.9,WASH_CONC,6 trades; 3 actors cover ≥75% of appearances
trade,T0001764,0.9,WASH_CONC,6 trades; 3 actors cover ≥75% of appearances
trade,T0002193,0.9,WASH_CONC,7 trades; 3 actors cover ≥75% of appearances
trade,T0002202,0.9,WASH_CONC,7 trades; 3 actors cover ≥75% of appearances
trade,T0002180,0.9,WASH_CONC,7 trades; 3 actors cover ≥75% of appearances
trade,T0002220,0.9,WASH_CONC,7 trades; 3 actors cover ≥75% of appearances
trade,T0002281,0.9,WASH_CONC,7 trades; 3 actors cover ≥75% of appearances
trade,T0002316,0.9,WASH_CONC,7 trades; 3 actors cover ≥75% of appearances
trade,T0002349,0.9,WASH_CONC,7 trades; 3 actors cover ≥75% of appearances
trade,T0001504,0.9,WASH_CONC,7 trades; 3 actors cover ≥75% of appearances
trade,T0001576,0.9,WASH_CONC,7 trades; 3 actors cover ≥75% of appearances
trade,T0001671,0.9,WASH_CONC,7 trades; 3 actors cover ≥75% of appearances
trade,T0001769,0.9,WASH_CONC,7 trades; 3 actors cover ≥75% of appearances
trade,T0001728,0.9,WASH_CONC,7 trades; 3 actors cover ≥75% of appearances
trade,T0001776,0.9,WASH_CONC,7 trades; 3 actors cover ≥75% of appearances
trade,T0001815,0.9,WASH_CONC,7 trades; 3 actors cover ≥75% of appearances
trade,T0001883,0.9,WASH_CONC,7 trades; 3 actors cover ≥75% of appearances
trade,T0001904,0.9,WASH_CONC,7 trades; 3 actors cover ≥75% of appearances
trade,T0001873,0.9,WASH_CONC,7 trades; 3 actors cover ≥75% of appearances
trade,T0001280,0.9,WASH_CONC,7 trades; 3 actors cover ≥75% of appearances
trade,T0001309,0.9,WASH_CONC,7 trades; 3 actors cover ≥75% of appearances
trade,T0001375,0.9,WASH_CONC,7 trades; 3 actors cover ≥75% of appearances
trade,T0001377,0.9,WASH_CONC,7 trades; 3 actors cover ≥75% of appearances
trade,T0001448,0.9,WASH_CONC,7 trades; 3 actors cover ≥75% of appearances
trade,T0001474,0.9,WASH_CONC,7 trades; 3 actors cover ≥75% of appearances
trade,T0001555,0.9,WASH_CONC,7 trades; 3 actors cover ≥75% of appearances
trade,T0004793,0.9,WASH_CONC,7 trades; 3 actors cover ≥75% of appearances
trade,T0004789,0.9,WASH_CONC,7 trades; 3 actors cover ≥75% of appearances
trade,T0004860,0.9,WASH_CONC,7 trades; 3 actors cover ≥75% of appearances
trade,T0004884,0.9,WASH_CONC,7 trades; 3 actors cover ≥75% of appearances
trade,T0004895,0.9,WASH_CONC,7 trades; 3 actors cover ≥75% of appearances
trade,T0004936,0.9,WASH_CONC,7 trades; 3 actors cover ≥75% of appearances
trade,T0005023,0.9,WASH_CONC,7 trades; 3 actors cover ≥75% of appearances
trade,T0000037,0.9,WASH_CONC,16 trades; 3 actors cover ≥75% of appearances
trade,T0000044,0.9,WASH_CONC,16 trades; 3 actors cover ≥75% of appearances
trade,T0000019,0.9,WASH_CONC,16 trades; 3 actors cover ≥75% of appearances
trade,T0000045,0.9,WASH_CONC,16 trades; 3 actors cover ≥75% of appearances
trade,T0005690,0.9,WASH_CONC,16 trades; 3 actors cover ≥75% of appearances
trade,T0005688,0.9,WASH_CONC,16 trades; 3 actors cover ≥75% of appearances
trade,T0005689,0.9,WASH_CONC,16 trades; 3 actors cover ≥75% of appearances
trade,T0005687,0.9,WASH_CONC,16 trades; 3 actors cover ≥75% of appearances
trade,T0005685,0.9,WASH_CONC,16 trades; 3 actors cover ≥75% of appearances
trade,T0000253,0.9,WASH_CONC,16 trades; 3 actors cover ≥75% of appearances
trade,T0000293,0.9,WASH_CONC,13 trades; 3 actors cover ≥75% of appearances
trade,T0001953,0.9,WASH_CONC,7 trades; 3 actors cover ≥75% of appearances
trade,T0001966,0.9,WASH_CONC,7 trades; 3 actors cover ≥75% of appearances
trade,T0002013,0.9,WASH_CONC,7 trades; 3 actors cover ≥75% of appearances
trade,T0002026,0.9,WASH_CONC,7 trades; 3 actors cover ≥75% of appearances
trade,T0002072,0.9,WASH_CONC,7 trades; 3 actors cover ≥75% of appearances
trade,T0002084,0.9,WASH_CONC,7 trades; 3 actors cover ≥75% of appearances
trade,T0002186,0.9,WASH_CONC,7 trades; 3 actors cover ≥75% of appearances
trade,T0005661,0.9,WASH_CONC,14 trades; 3 actors cover ≥75% of appearances
trade,T0005659,0.9,WASH_CONC,14 trades; 3 actors cover ≥75% of appearances
trade,T0000086,0.9,WASH_CONC,14 trades; 3 actors cover ≥75% of appearances
trade,T0005663,0.9,WASH_CONC,14 trades; 3 actors cover ≥75% of appearances
trade,T0005666,0.9,WASH_CONC,14 trades; 3 actors cover ≥75% of appearances
trade,T0005660,0.9,WASH_CONC,14 trades; 3 actors cover ≥75% of appearances
trade,T0005665,0.9,WASH_CONC,14 trades; 3 actors cover ≥75% of appearances
trade,T0005662,0.9,WASH_CONC,14 trades; 3 actors cover ≥75% of appearances
trade,T0005664,0.9,WASH_CONC,14 trades; 3 actors cover ≥75% of appearances
trade,T0002240,0.9,WASH_CONC,7 trades; 3 actors cover ≥75% of appearances
trade,T0002227,0.9,WASH_CONC,7 trades; 3 actors cover ≥75% of appearances
trade,T0002320,0.9,WASH_CONC,7 trades; 3 actors cover ≥75% of appearances
trade,T0002271,0.9,WASH_CONC,7 trades; 3 actors cover ≥75% of appearances
trade,T0002383,0.9,WASH_CONC,7 trades; 3 actors cover ≥75% of appearances
trade,T0002334,0.9,WASH_CONC,7 trades; 3 actors cover ≥75% of appearances
trade,T0002463,0.9,WASH_CONC,7 trades; 3 actors cover ≥75% of appearances
trade,T0005740,0.9,WASH_CONC,18 trades; 3 actors cover ≥75% of appearances
trade,T0005738,0.9,WASH_CONC,18 trades; 3 actors cover ≥75% of appearances
trade,T0005739,0.9,WASH_CONC,18 trades; 3 actors cover ≥75% of appearances
trade,T0005747,0.9,WASH_CONC,18 trades; 3 actors cover ≥75% of appearances
trade,T0005745,0.9,WASH_CONC,18 trades; 3 actors cover ≥75% of appearances
trade,T0001580,0.9,WASH_CONC,18 trades; 3 actors cover ≥75% of appearances
trade,T0001626,0.9,WASH_CONC,18 trades; 3 actors cover ≥75% of appearances
trade,T0005744,0.9,WASH_CONC,18 trades; 3 actors cover ≥75% of appearances
trade,T0001704,0.9,WASH_CONC,18 trades; 3 actors cover ≥75% of appearances
trade,T0005743,0.9,WASH_CONC,18 trades; 3 actors cover ≥75% of appearances
trade,T0001636,0.9,WASH_CONC,18 trades; 3 actors cover ≥75% of appearances
trade,T0001688,0.9,WASH_CONC,18 trades; 3 actors cover ≥75% of appearances
trade,T0005741,0.9,WASH_CONC,18 trades; 3 actors cover ≥75% of appearances
trade,T0005746,0.9,WASH_CONC,18 trades; 3 actors cover ≥75% of appearances
trade,T0005742,0.9,WASH_CONC,18 trades; 3 actors cover ≥75% of appearances
trade,T0001768,0.9,WASH_CONC,18 trades; 3 actors cover ≥75% of appearances
trade,T0001813,0.9,WASH_CONC,18 trades; 3 actors cover ≥75% of appearances
trade,T0001794,0.9,WASH_CONC,18 trades; 3 actors cover ≥75% of appearances
trade,T0003015,0.9,WASH_CONC,7 trades; 3 actors cover ≥75% of appearances
trade,T0003031,0.9,WASH_CONC,7 trades; 3 actors cover ≥75% of appearances
trade,T0003130,0.9,WASH_CONC,7 trades; 3 actors cover ≥75% of appearances
trade,T0003115,0.9,WASH_CONC,7 trades; 3 actors cover ≥75% of appearances
trade,T0003158,0.9,WASH_CONC,7 trades; 3 actors cover ≥75% of appearances
trade,T0003170,0.9,WASH_CONC,7 trades; 3 actors cover ≥75% of appearances
trade,T0003210,0.9,WASH_CONC,7 trades; 3 actors cover ≥75% of appearances
trade,T0002972,0.9,WASH_CONC,6 trades; 3 actors cover ≥75% of appearances
trade,T0003010,0.9,WASH_CONC,6 trades; 3 actors cover ≥75% of appearances
trade,T0003183,0.9,WASH_CONC,6 trades; 3 actors cover ≥75% of appearances
trade,T0003164,0.9,WASH_CONC,6 trades; 3 actors cover ≥75% of appearances
trade,T0003178,0.9,WASH_CONC,6 trades; 3 actors cover ≥75% of appearances
trade,T0003198,0.9,WASH_CONC,6 trades; 3 actors cover ≥75% of appearances
trade,T0002260,0.9,WASH_CONC,7 trades; 3 actors cover ≥75% of appearances
trade,T0002221,0.9,WASH_CONC,7 trades; 3 actors cover ≥75% of appearances
trade,T0002219,0.9,WASH_CONC,7 trades; 3 actors cover ≥75% of appearances
trade,T0002314,0.9,WASH_CONC,7 trades; 3 actors cover ≥75% of appearances
trade,T0002332,0.9,WASH_CONC,7 trades; 3 actors cover ≥75% of appearances
trade,T0002487,0.9,WASH_CONC,7 trades; 3 actors cover ≥75% of appearances
trade,T0002452,0.9,WASH_CONC,7 trades; 3 actors cover ≥75% of appearances
trade,T0000928,0.9,WASH_CONC,13 trades; 3 actors cover ≥75% of appearances
trade,T0005724,0.9,WASH_CONC,13 trades; 3 actors cover ≥75% of appearances
trade,T0005728,0.9,WASH_CONC,13 trades; 3 actors cover ≥75% of appearances
trade,T0000986,0.9,WASH_CONC,13 trades; 3 actors cover ≥75% of appearances
trade,T0005725,0.9,WASH_CONC,13 trades; 3 actors cover ≥75% of appearances
trade,T0001048,0.9,WASH_CONC,13 trades; 3 actors cover ≥75% of appearances
trade,T0001053,0.9,WASH_CONC,13 trades; 3 actors cover ≥75% of appearances
trade,T0005723,0.9,WASH_CONC,13 trades; 3 actors cover ≥75% of appearances
trade,T0001142,0.9,WASH_CONC,13 trades; 3 actors cover ≥75% of appearances
trade,T0001177,0.9,WASH_CONC,13 trades; 3 actors cover ≥75% of appearances
trade,T0001071,0.9,WASH_CONC,6 trades; 3 actors cover ≥75% of appearances
trade,T0001063,0.9,WASH_CONC,6 trades; 3 actors cover ≥75% of appearances
trade,T0001120,0.9,WASH_CONC,6 trades; 3 actors cover ≥75% of appearances
trade,T0001151,0.9,WASH_CONC,6 trades; 3 actors cover ≥75% of appearances
trade,T0001145,0.9,WASH_CONC,6 trades; 3 actors cover ≥75% of appearances
trade,T0001178,0.9,WASH_CONC,6 trades; 3 actors cover ≥75% of appearances
trade,T0002125,0.9,WASH_CONC,7 trades; 3 actors cover ≥75% of appearances
trade,T0002179,0.9,WASH_CONC,7 trades; 3 actors cover ≥75% of appearances
trade,T0002167,0.9,WASH_CONC,7 trades; 3 actors cover ≥75% of appearances
trade,T0002225,0.9,WASH_CONC,7 trades; 3 actors cover ≥75% of appearances
trade,T0002232,0.9,WASH_CONC,7 trades; 3 actors cover ≥75% of appearances
trade,T0002292,0.9,WASH_CONC,7 trades; 3 actors cover ≥75% of appearances
trade,T0002386,0.9,WASH_CONC,7 trades; 3 actors cover ≥75% of appearances
trade,T0002613,0.9,WASH_CONC,7 trades; 3 actors cover ≥75% of appearances
trade,T0002664,0.9,WASH_CONC,7 trades; 3 actors cover ≥75% of appearances
trade,T0002671,0.9,WASH_CONC,7 trades; 3 actors cover ≥75% of appearances
trade,T0002717,0.9,WASH_CONC,7 trades; 3 actors cover ≥75% of appearances
trade,T0002792,0.9,WASH_CONC,7 trades; 3 actors cover ≥75% of appearances
trade,T0002810,0.9,WASH_CONC,7 trades; 3 actors cover ≥75% of appearances
trade,T0002823,0.9,WASH_CONC,7 trades; 3 actors cover ≥75% of appearances
trade,T0003799,0.9,WASH_CONC,6 trades; 3 actors cover ≥75% of appearances
trade,T0003868,0.9,WASH_CONC,6 trades; 3 actors cover ≥75% of appearances
trade,T0003919,0.9,WASH_CONC,6 trades; 3 actors cover ≥75% of appearances
trade,T0003949,0.9,WASH_CONC,6 trades; 3 actors cover ≥75% of appearances
trade,T0003978,0.9,WASH_CONC,6 trades; 3 actors cover ≥75% of appearances
trade,T0004031,0.9,WASH_CONC,6 trades; 3 actors cover ≥75% of appearances
trade,T0005654,0.9,WASH_CONC,13 trades; 3 actors cover ≥75% of appearances
trade,T0005658,0.9,WASH_CONC,13 trades; 3 actors cover ≥75% of appearances
trade,T0005652,0.9,WASH_CONC,13 trades; 3 actors cover ≥75% of appearances
trade,T0005655,0.9,WASH_CONC,13 trades; 3 actors cover ≥75% of appearances
trade,T0005657,0.9,WASH_CONC,13 trades; 3 actors cover ≥75% of appearances
trade,T0000224,0.9,WASH_CONC,13 trades; 3 actors cover ≥75% of appearances
trade,T0005750,0.9,WASH_CONC,9 trades; 3 actors cover ≥75% of appearances
trade,T0005708,0.9,WASH_CONC,9 trades; 3 actors cover ≥75% of appearances
trade,T0000039,0.85,AI_ACCOUNT,account-day flagged by IsolationForest
trade,T0000012,0.85,AI_ACCOUNT,account-day flagged by IsolationForest
trade,T0005643,0.85,AI_ACCOUNT,account-day flagged by IsolationForest
trade,T0005675,0.85,AI_ACCOUNT,account-day flagged by IsolationForest
trade,T0000084,0.85,AI_ACCOUNT,account-day flagged by IsolationForest
trade,T0000056,0.85,AI_ACCOUNT,account-day flagged by IsolationForest
trade,T0005669,0.85,AI_ACCOUNT,account-day flagged by IsolationForest
trade,T0000047,0.85,AI_ACCOUNT,account-day flagged by IsolationForest
trade,T0005671,0.85,AI_ACCOUNT,account-day flagged by IsolationForest
trade,T0000065,0.85,AI_ACCOUNT,account-day flagged by IsolationForest
trade,T0000060,0.85,AI_ACCOUNT,account-day flagged by IsolationForest
trade,T0000062,0.85,AI_ACCOUNT,account-day flagged by IsolationForest
trade,T0005676,0.85,AI_ACCOUNT,account-day flagged by IsolationForest
trade,T0005678,0.85,AI_ACCOUNT,account-day flagged by IsolationForest
trade,T0005644,0.85,AI_ACCOUNT,account-day flagged by IsolationForest
trade,T0005673,0.85,AI_ACCOUNT,account-day flagged by IsolationForest
trade,T0005646,0.85,AI_ACCOUNT,account-day flagged by IsolationForest
trade,T0005680,0.85,AI_ACCOUNT,account-day flagged by IsolationForest
trade,T0005672,0.85,AI_ACCOUNT,account-day flagged by IsolationForest
trade,T0005650,0.85,AI_ACCOUNT,account-day flagged by IsolationForest
trade,T0005674,0.85,AI_ACCOUNT,account-day flagged by IsolationForest
trade,T0005645,0.85,AI_ACCOUNT,account-day flagged by IsolationForest
trade,T0005677,0.85,AI_ACCOUNT,account-day flagged by IsolationForest
trade,T0005682,0.85,AI_ACCOUNT,account-day flagged by IsolationForest
trade,T0005679,0.85,AI_ACCOUNT,account-day flagged by IsolationForest
trade,T0005670,0.85,AI_ACCOUNT,account-day flagged by IsolationForest
trade,T0005681,0.85,AI_ACCOUNT,account-day flagged by IsolationForest
trade,T0000152,0.85,AI_ACCOUNT,account-day flagged by IsolationForest
trade,T0000139,0.85,AI_ACCOUNT,account-day flagged by IsolationForest
trade,T0000134,0.85,AI_ACCOUNT,account-day flagged by IsolationForest
trade,T0000148,0.85,AI_ACCOUNT,account-day flagged by IsolationForest
trade,T0000114,0.85,AI_ACCOUNT,account-day flagged by IsolationForest
trade,T0005649,0.85,AI_ACCOUNT,account-day flagged by IsolationForest
trade,T0000189,0.85,AI_ACCOUNT,account-day flagged by IsolationForest
trade,T0000194,0.85,AI_ACCOUNT,account-day flagged by IsolationForest
trade,T0000222,0.85,AI_ACCOUNT,account-day flagged by IsolationForest
trade,T0000169,0.85,AI_ACCOUNT,account-day flagged by IsolationForest
trade,T0000161,0.85,AI_ACCOUNT,account-day flagged by IsolationForest
trade,T0000163,0.85,AI_ACCOUNT,account-day flagged by IsolationForest
trade,T0000181,0.85,AI_ACCOUNT,account-day flagged by IsolationForest
trade,T0000218,0.85,AI_ACCOUNT,account-day flagged by IsolationForest
trade,T0000198,0.85,AI_ACCOUNT,account-day flagged by IsolationForest
trade,T0000208,0.85,AI_ACCOUNT,account-day flagged by IsolationForest
trade,T0000210,0.85,AI_ACCOUNT,account-day flagged by IsolationForest
trade,T0000228,0.85,AI_ACCOUNT,account-day flagged by IsolationForest
trade,T0000236,0.85,AI_ACCOUNT,account-day flagged by IsolationForest
trade,T0000235,0.85,AI_ACCOUNT,account-day flagged by IsolationForest
trade,T0000239,0.85,AI_ACCOUNT,account-day flagged by IsolationForest
trade,T0000255,0.85,AI_ACCOUNT,account-day flagged by IsolationForest
trade,T0000250,0.85,AI_ACCOUNT,account-day flagged by IsolationForest
trade,T0000270,0.85,AI_ACCOUNT,account-day flagged by IsolationForest
trade,T0000264,0.85,AI_ACCOUNT,account-day flagged by IsolationForest
trade,T0000267,0.85,AI_ACCOUNT,account-day flagged by IsolationForest
trade,T0000309,0.85,AI_ACCOUNT,account-day flagged by IsolationForest
trade,T0000298,0.85,AI_ACCOUNT,account-day flagged by IsolationForest
trade,T0000310,0.85,AI_ACCOUNT,account-day flagged by IsolationForest
trade,T0000283,0.85,AI_ACCOUNT,account-day flagged by IsolationForest
trade,T0000333,0.85,AI_ACCOUNT,account-day flagged by IsolationForest
trade,T0000334,0.85,AI_ACCOUNT,account-day flagged by IsolationForest
trade,T0000336,0.85,AI_ACCOUNT,account-day flagged by IsolationForest
trade,T0000331,0.85,AI_ACCOUNT,account-day flagged by IsolationForest
trade,T0000341,0.85,AI_ACCOUNT,account-day flagged by IsolationForest
