listing_id,ts,seller_id,region,item_id,qty,list_price,expires_at
L0000766,2025-01-01 15:00:00,P00429,NA,I0009,1,64.48,2025-01-02 10:00:00
L0000761,2025-01-01 15:00:00,P00348,EU,I0020,1,65.64,2025-01-02 11:00:00
L0000767,2025-01-01 15:00:00,P00441,EU,I0033,1,48.23,2025-01-02 20:00:00
L0000776,2025-01-01 15:00:00,P00567,NA,I0014,2,50.74,2025-01-03 00:00:00
L0000777,2025-01-01 15:00:00,P00586,ASIA,I0022,2,416.4,2025-01-02 13:00:00
L0000772,2025-01-01 15:00:00,P00517,NA,I0014,1,39.25,2025-01-02 22:00:00
L0000773,2025-01-01 15:00:00,P00527,ASIA,I0005,1,63.44,2025-01-02 23:00:00
L0000774,2025-01-01 15:00:00,P00534,NA,I0001,1,491.56,2025-01-03 00:00:00
L0000775,2025-01-01 15:00:00,P00560,NA,I0002,2,47.7,2025-01-02 09:00:00
L0000778,2025-01-01 15:00:00,P00587,ASIA,I0010,1,36.96,2025-01-02 19:00:00
L0000779,2025-01-01 15:00:00,P00595,NA,I0000,1,80.54,2025-01-02 11:00:00
L0000757,2025-01-01 15:00:00,P00281,EU,I0018,2,51.66,2025-01-02 03:00:00
L0000769,2025-01-01 15:00:00,P00471,EU,I0026,1,62.07,2025-01-02 10:00:00
L0000743,2025-01-01 15:00:00,P00163,EU,I0005,1,59.77,2025-01-02 09:00:00
L0000770,2025-01-01 15:00:00,P00507,NA,I0018,2,59.01,2025-01-02 06:00:00
L0000765,2025-01-01 15:00:00,P00406,NA,I0020,1,57.48,2025-01-02 23:00:00
L0000771,2025-01-01 15:00:00,P00509,EU,I0023,1,63.77,2025-01-02 08:00:00
L0000752,2025-01-01 15:00:00,P00214,NA,I0027,1,423.08,2025-01-02 13:00:00
L0000762,2025-01-01 15:00:00,P00383,EU,I0009,1,56.79,2025-01-02 13:00:00
L0000768,2025-01-01 15:00:00,P00457,EU,I0029,2,48.87,2025-01-02 12:00:00
L0000755,2025-01-01 15:00:00,P00268,EU,I0002,2,47.68,2025-01-02 06:00:00
L0000733,2025-01-01 15:00:00,P00029,NA,I0013,2,55.55,2025-01-02 04:00:00
L0000734,2025-01-01 15:00:00,P00032,EU,I0038,1,72.68,2025-01-02 12:00:00
L0000735,2025-01-01 15:00:00,P00044,NA,I0003,1,53.53,2025-01-02 14:00:00
L0000736,2025-01-01 15:00:00,P00055,EU,I0014,1,41.6,2025-01-02 17:00:00
L0000737,2025-01-01 15:00:00,P00066,EU,I0031,1,62.48,2025-01-02 10:00:00
L0000738,2025-01-01 15:00:00,P00119,ASIA,I0021,1,40.66,2025-01-02 15:00:00
L0000739,2025-01-01 15:00:00,P00136,ASIA,I0033,1,50.5,2025-01-02 11:00:00
L0000740,2025-01-01 15:00:00,P00145,ASIA,I0026,1,49.36,2025-01-02 07:00:00
L0000754,2025-01-01 15:00:00,P00246,EU,I0038,2,68.66,2025-01-03 02:00:00
L0000741,2025-01-01 15:00:00,P00156,EU,I0014,2,47.26,2025-01-02 15:00:00
L0000753,2025-01-01 15:00:00,P00240,EU,I0021,2,32.88,2025-01-03 02:00:00
L0000751,2025-01-01 15:00:00,P00209,EU,I0014,2,35.66,2025-01-02 07:00:00
L0000750,2025-01-01 15:00:00,P00204,NA,I0039,3,55.02,2025-01-02 22:00:00
L0000749,2025-01-01 15:00:00,P00198,ASIA,I0014,1,51.63,2025-01-02 11:00:00
L0000748,2025-01-01 15:00:00,P00194,EU,I0015,2,63.23,2025-01-02 22:00:00
L0000742,2025-01-01 15:00:00,P00159,EU,I0004,2,82.03,2025-01-02 22:00:00
L0000746,2025-01-01 15:00:00,P00187,EU,I0004,1,81.73,2025-01-02 18:00:00
L0000745,2025-01-01 15:00:00,P00186,EU,I0001,2,508.92,2025-01-02 08:00:00
L0000744,2025-01-01 15:00:00,P00172,NA,I0029,1,35.76,2025-01-02 10:00:00
L0000732,2025-01-01 15:00:00,P00013,EU,I0036,1,43.3,2025-01-02 04:00:00
L0000747,2025-01-01 15:00:00,P00192,EU,I0036,3,38.02,2025-01-02 06:00:00
L0000783,2025-01-01 16:00:00,P00067,EU,I0021,2,36.02,2025-01-02 22:00:00
L0000784,2025-01-01 16:00:00,P00097,EU,I0019,2,65.76,2025-01-03 00:00:00
L0000790,2025-01-01 16:00:00,P00161,ASIA,I0001,1,502.11,2025-01-02 09:00:00
L0000800,2025-01-01 16:00:00,P00292,NA,I0010,1,46.29,2025-01-03 01:00:00
L0000799,2025-01-01 16:00:00,P00277,NA,I0000,2,78.23,2025-01-03 03:00:00
L0000798,2025-01-01 16:00:00,P00275,NA,I0009,1,77.35,2025-01-02 11:00:00
L0000797,2025-01-01 16:00:00,P00250,EU,I0010,2,44.32,2025-01-03 01:00:00
L0000796,2025-01-01 16:00:00,P00245,EU,I0039,1,51.68,2025-01-02 19:00:00
L0000793,2025-01-01 16:00:00,P00184,ASIA,I0030,1,60.77,2025-01-02 21:00:00
L0000787,2025-01-01 16:00:00,P00139,ASIA,I0032,4,31.29,2025-01-02 07:00:00
L0000791,2025-01-01 16:00:00,P00167,NA,I0033,1,53.71,2025-01-02 20:00:00
L0000785,2025-01-01 16:00:00,P00104,ASIA,I0019,1,52.32,2025-01-02 22:00:00
L0000789,2025-01-01 16:00:00,P00160,EU,I0021,2,41.1,2025-01-02 04:00:00
L0000788,2025-01-01 16:00:00,P00145,ASIA,I0010,2,34.35,2025-01-02 15:00:00
L0000786,2025-01-01 16:00:00,P00131,NA,I0036,1,27.91,2025-01-03 00:00:00
L0000802,2025-01-01 16:00:00,P00305,EU,I0021,1,38.38,2025-01-02 23:00:00
L0000792,2025-01-01 16:00:00,P00182,ASIA,I0005,1,54.09,2025-01-03 03:00:00
L0000818,2025-01-01 16:00:00,P00527,ASIA,I0019,2,57.65,2025-01-02 05:00:00
L0000794,2025-01-01 16:00:00,P00186,EU,I0015,1,38.06,2025-01-02 19:00:00
L0000817,2025-01-01 16:00:00,P00489,ASIA,I0029,2,33.5,2025-01-02 07:00:00
L0000782,2025-01-01 16:00:00,P00024,EU,I0007,3,3759.97,2025-01-02 13:00:00
L0000816,2025-01-01 16:00:00,P00479,EU,I0033,1,55.02,2025-01-02 04:00:00
L0000806,2025-01-01 16:00:00,P00362,EU,I0032,1,36.34,2025-01-02 22:00:00
L0000811,2025-01-01 16:00:00,P00423,NA,I0003,3,58.91,2025-01-03 03:00:00
L0000812,2025-01-01 16:00:00,P00442,EU,I0034,2,79.91,2025-01-02 19:00:00
L0000814,2025-01-01 16:00:00,P00469,NA,I0038,1,61.08,2025-01-02 17:00:00
L0000780,2025-01-01 16:00:00,P00002,NA,I0008,1,56.26,2025-01-02 19:00:00
L0000801,2025-01-01 16:00:00,P00300,NA,I0000,1,90.7,2025-01-02 14:00:00
L0000795,2025-01-01 16:00:00,P00196,EU,I0008,3,57.37,2025-01-02 04:00:00
L0000803,2025-01-01 16:00:00,P00328,EU,I0034,1,83.51,2025-01-02 15:00:00
L0000815,2025-01-01 16:00:00,P00470,EU,I0021,1,44.8,2025-01-02 10:00:00
L0000825,2025-01-01 16:00:00,P00596,EU,I0039,1,40.2,2025-01-02 10:00:00
L0000804,2025-01-01 16:00:00,P00331,EU,I0004,3,82.36,2025-01-02 07:00:00
L0000810,2025-01-01 16:00:00,P00418,NA,I0039,1,45.23,2025-01-02 08:00:00
L0000823,2025-01-01 16:00:00,P00587,ASIA,I0032,1,28.63,2025-01-03 01:00:00
L0000824,2025-01-01 16:00:00,P00594,EU,I0015,2,44.72,2025-01-02 21:00:00
L0000819,2025-01-01 16:00:00,P00540,ASIA,I0015,1,47.66,2025-01-02 11:00:00
L0000820,2025-01-01 16:00:00,P00551,NA,I0014,2,45.17,2025-01-02 14:00:00
L0000809,2025-01-01 16:00:00,P00404,EU,I0036,1,33.8,2025-01-02 23:00:00
L0000805,2025-01-01 16:00:00,P00336,NA,I0031,1,63.11,2025-01-02 17:00:00
L0000821,2025-01-01 16:00:00,P00559,EU,I0006,2,584.19,2025-01-02 19:00:00
L0000807,2025-01-01 16:00:00,P00397,EU,I0010,1,48.41,2025-01-02 07:00:00
L0000808,2025-01-01 16:00:00,P00403,NA,I0011,3,345.02,2025-01-03 01:00:00
L0000822,2025-01-01 16:00:00,P00580,ASIA,I0034,1,69.83,2025-01-03 02:00:00
L0000781,2025-01-01 16:00:00,P00023,EU,I0014,1,49.6,2025-01-02 18:00:00
L0000813,2025-01-01 16:00:00,P00452,ASIA,I0039,1,53.65,2025-01-02 19:00:00
L0000835,2025-01-01 17:00:00,P00152,NA,I0006,2,603.12,2025-01-03 01:00:00
L0000838,2025-01-01 17:00:00,P00183,NA,I0015,1,58.03,2025-01-02 18:00:00
L0000843,2025-01-01 17:00:00,P00259,EU,I0017,3,629.58,2025-01-02 12:00:00
L0000842,2025-01-01 17:00:00,P00233,ASIA,I0023,2,71.81,2025-01-02 09:00:00
L0000841,2025-01-01 17:00:00,P00226,NA,I0000,2,84.97,2025-01-02 09:00:00
L0000840,2025-01-01 17:00:00,P00220,ASIA,I0009,1,48.18,2025-01-02 22:00:00
L0000839,2025-01-01 17:00:00,P00217,NA,I0019,1,57.53,2025-01-02 22:00:00
L0000837,2025-01-01 17:00:00,P00179,EU,I0031,1,42.77,2025-01-03 04:00:00
L0000831,2025-01-01 17:00:00,P00084,ASIA,I0038,2,62.64,2025-01-02 06:00:00
L0000829,2025-01-01 17:00:00,P00032,EU,I0026,1,67.8,2025-01-02 10:00:00
L0000834,2025-01-01 17:00:00,P00142,EU,I0020,2,61.24,2025-01-02 06:00:00
L0000833,2025-01-01 17:00:00,P00122,NA,I0005,2,57.67,2025-01-02 21:00:00
L0000832,2025-01-01 17:00:00,P00108,EU,I0037,1,527.6,2025-01-02 15:00:00
L0000830,2025-01-01 17:00:00,P00042,NA,I0005,2,60.85,2025-01-03 04:00:00
L0000827,2025-01-01 17:00:00,P00015,NA,I0030,1,47.36,2025-01-02 21:00:00
L0000828,2025-01-01 17:00:00,P00017,NA,I0029,1,62.72,2025-01-02 11:00:00
L0000836,2025-01-01 17:00:00,P00156,EU,I0019,2,63.08,2025-01-02 10:00:00
L0000855,2025-01-01 17:00:00,P00486,EU,I0033,1,55.89,2025-01-03 01:00:00
L0000826,2025-01-01 17:00:00,P00002,NA,I0026,1,46.74,2025-01-03 00:00:00
L0000849,2025-01-01 17:00:00,P00348,EU,I0004,1,71.14,2025-01-02 08:00:00
L0000845,2025-01-01 17:00:00,P00305,EU,I0020,1,56.2,2025-01-03 04:00:00
L0000866,2025-01-01 17:00:00,P00593,NA,I0030,1,49.49,2025-01-02 14:00:00
L0000853,2025-01-01 17:00:00,P00465,EU,I0017,2,552.34,2025-01-02 17:00:00
L0000852,2025-01-01 17:00:00,P00444,EU,I0033,1,49.48,2025-01-02 12:00:00
L0000848,2025-01-01 17:00:00,P00343,NA,I0006,1,476.62,2025-01-02 12:00:00
L0000844,2025-01-01 17:00:00,P00275,NA,I0002,3,39.77,2025-01-03 00:00:00
L0000854,2025-01-01 17:00:00,P00472,ASIA,I0039,1,38.36,2025-01-03 04:00:00
L0000846,2025-01-01 17:00:00,P00309,ASIA,I0005,1,56.04,2025-01-02 07:00:00
L0000857,2025-01-01 17:00:00,P00508,EU,I0016,1,38.83,2025-01-02 20:00:00
L0000865,2025-01-01 17:00:00,P00581,ASIA,I0001,2,491.8,2025-01-02 06:00:00
L0000850,2025-01-01 17:00:00,P00409,ASIA,I0021,1,37.44,2025-01-03 00:00:00
L0000863,2025-01-01 17:00:00,P00561,EU,I0016,1,38.46,2025-01-02 10:00:00
L0000864,2025-01-01 17:00:00,P00578,NA,I0030,1,50.75,2025-01-02 12:00:00
L0000856,2025-01-01 17:00:00,P00488,ASIA,I0025,3,52.94,2025-01-02 18:00:00
L0000847,2025-01-01 17:00:00,P00330,NA,I0036,2,24.93,2025-01-03 03:00:00
L0000858,2025-01-01 17:00:00,P00511,NA,I0013,2,40.25,2025-01-02 21:00:00
L0000851,2025-01-01 17:00:00,P00442,EU,I0002,5,46.82,2025-01-02 23:00:00
L0000860,2025-01-01 17:00:00,P00521,NA,I0026,1,48.37,2025-01-02 17:00:00
L0000861,2025-01-01 17:00:00,P00532,EU,I0033,1,79.0,2025-01-02 23:00:00
L0000862,2025-01-01 17:00:00,P00535,EU,I0016,2,45.23,2025-01-02 22:00:00
L0000859,2025-01-01 17:00:00,P00512,EU,I0030,3,54.24,2025-01-02 21:00:00
L0004556,2025-01-01 17:40:00,P00172,,I0017,1,103.79,2025-01-01 23:40:00
L0000876,2025-01-01 18:00:00,P00127,EU,I0025,2,78.25,2025-01-02 18:00:00
L0000884,2025-01-01 18:00:00,P00208,ASIA,I0026,1,52.2,2025-01-02 08:00:00
L0000883,2025-01-01 18:00:00,P00206,ASIA,I0018,1,56.49,2025-01-02 13:00:00
L0000882,2025-01-01 18:00:00,P00200,ASIA,I0021,1,36.8,2025-01-02 12:00:00
L0000881,2025-01-01 18:00:00,P00188,EU,I0023,3,61.71,2025-01-03 02:00:00
L0000880,2025-01-01 18:00:00,P00186,EU,I0032,3,36.0,2025-01-02 07:00:00
L0000879,2025-01-01 18:00:00,P00166,NA,I0005,2,54.21,2025-01-02 18:00:00
L0000867,2025-01-01 18:00:00,P00005,ASIA,I0002,1,46.59,2025-01-02 06:00:00
L0000877,2025-01-01 18:00:00,P00135,EU,I0036,3,30.09,2025-01-03 03:00:00
L0000875,2025-01-01 18:00:00,P00120,EU,I0028,1,60.52,2025-01-03 05:00:00
L0000885,2025-01-01 18:00:00,P00212,EU,I0038,1,79.07,2025-01-02 10:00:00
L0000873,2025-01-01 18:00:00,P00091,ASIA,I0036,2,34.77,2025-01-03 00:00:00
L0000871,2025-01-01 18:00:00,P00074,EU,I0038,1,69.18,2025-01-02 15:00:00
L0000870,2025-01-01 18:00:00,P00056,ASIA,I0033,3,67.44,2025-01-02 19:00:00
L0000869,2025-01-01 18:00:00,P00055,EU,I0002,1,49.84,2025-01-02 16:00:00
L0000868,2025-01-01 18:00:00,P00050,EU,I0039,2,48.92,2025-01-02 09:00:00
L0000890,2025-01-01 18:00:00,P00264,EU,I0020,1,55.89,2025-01-02 06:00:00
L0000889,2025-01-01 18:00:00,P00259,EU,I0022,1,360.62,2025-01-03 04:00:00
L0000878,2025-01-01 18:00:00,P00143,ASIA,I0039,1,57.37,2025-01-03 05:00:00
L0000896,2025-01-01 18:00:00,P00301,EU,I0034,1,85.97,2025-01-02 07:00:00
L0000874,2025-01-01 18:00:00,P00093,NA,I0004,5,61.28,2025-01-02 14:00:00
L0000886,2025-01-01 18:00:00,P00219,NA,I0009,1,48.83,2025-01-02 20:00:00
L0000910,2025-01-01 18:00:00,P00442,EU,I0003,1,62.74,2025-01-02 08:00:00
L0000893,2025-01-01 18:00:00,P00292,NA,I0026,2,62.11,2025-01-02 21:00:00
L0000872,2025-01-01 18:00:00,P00086,NA,I0005,2,72.76,2025-01-02 10:00:00
L0000888,2025-01-01 18:00:00,P00249,EU,I0008,1,62.45,2025-01-02 07:00:00
L0000887,2025-01-01 18:00:00,P00246,EU,I0026,2,79.55,2025-01-02 18:00:00
L0000913,2025-01-01 18:00:00,P00467,NA,I0006,1,469.72,2025-01-03 03:00:00
L0000912,2025-01-01 18:00:00,P00460,NA,I0018,2,49.07,2025-01-03 02:00:00
L0000911,2025-01-01 18:00:00,P00445,NA,I0027,2,405.07,2025-01-02 18:00:00
L0000909,2025-01-01 18:00:00,P00441,EU,I0002,2,49.27,2025-01-02 22:00:00
L0000908,2025-01-01 18:00:00,P00440,NA,I0008,1,46.18,2025-01-02 12:00:00
L0000907,2025-01-01 18:00:00,P00420,NA,I0034,2,73.1,2025-01-02 09:00:00
L0000906,2025-01-01 18:00:00,P00394,EU,I0015,3,53.09,2025-01-02 18:00:00
L0000915,2025-01-01 18:00:00,P00566,EU,I0027,3,354.66,2025-01-02 06:00:00
L0000914,2025-01-01 18:00:00,P00528,EU,I0013,3,53.36,2025-01-02 10:00:00
L0000892,2025-01-01 18:00:00,P00281,EU,I0033,2,55.68,2025-01-02 21:00:00
L0000903,2025-01-01 18:00:00,P00352,EU,I0012,1,404.74,2025-01-02 06:00:00
L0000898,2025-01-01 18:00:00,P00323,ASIA,I0011,2,363.98,2025-01-02 10:00:00
L0000891,2025-01-01 18:00:00,P00267,EU,I0033,1,55.47,2025-01-03 00:00:00
L0000905,2025-01-01 18:00:00,P00393,NA,I0005,2,56.55,2025-01-02 17:00:00
L0000902,2025-01-01 18:00:00,P00343,NA,I0036,1,33.77,2025-01-02 19:00:00
L0000901,2025-01-01 18:00:00,P00340,EU,I0017,2,384.45,2025-01-02 21:00:00
L0000904,2025-01-01 18:00:00,P00377,NA,I0020,2,48.72,2025-01-02 19:00:00
L0000899,2025-01-01 18:00:00,P00333,EU,I0031,1,53.14,2025-01-02 13:00:00
L0000894,2025-01-01 18:00:00,P00294,NA,I0028,1,46.61,2025-01-02 14:00:00
L0000897,2025-01-01 18:00:00,P00319,NA,I0029,1,53.14,2025-01-02 21:00:00
L0000895,2025-01-01 18:00:00,P00296,ASIA,I0015,1,42.28,2025-01-02 13:00:00
L0000900,2025-01-01 18:00:00,P00336,NA,I0034,2,87.93,2025-01-02 21:00:00
L0004559,2025-01-01 18:51:00,P00130,,I0007,1,645.43,2025-01-02 00:51:00
L0000931,2025-01-01 19:00:00,P00136,ASIA,I0029,2,55.44,2025-01-02 08:00:00
L0000950,2025-01-01 19:00:00,P00402,EU,I0008,2,59.22,2025-01-03 04:00:00
L0000933,2025-01-01 19:00:00,P00198,ASIA,I0016,1,31.29,2025-01-03 03:00:00
L0000938,2025-01-01 19:00:00,P00273,ASIA,I0029,2,42.62,2025-01-02 15:00:00
L0000935,2025-01-01 19:00:00,P00236,NA,I0002,2,46.39,2025-01-02 12:00:00
L0000936,2025-01-01 19:00:00,P00263,EU,I0016,1,45.52,2025-01-02 20:00:00
L0000937,2025-01-01 19:00:00,P00268,EU,I0020,1,71.98,2025-01-02 08:00:00
L0000928,2025-01-01 19:00:00,P00111,ASIA,I0015,1,56.92,2025-01-02 21:00:00
L0000929,2025-01-01 19:00:00,P00117,EU,I0038,4,53.18,2025-01-02 21:00:00
L0000922,2025-01-01 19:00:00,P00061,NA,I0020,2,51.08,2025-01-02 14:00:00
L0000926,2025-01-01 19:00:00,P00098,EU,I0006,2,449.18,2025-01-02 09:00:00
L0000925,2025-01-01 19:00:00,P00080,EU,I0020,3,48.64,2025-01-02 18:00:00
L0000924,2025-01-01 19:00:00,P00078,NA,I0021,2,48.46,2025-01-02 13:00:00
L0000923,2025-01-01 19:00:00,P00068,ASIA,I0013,1,60.18,2025-01-03 02:00:00
L0000921,2025-01-01 19:00:00,P00058,ASIA,I0021,3,43.73,2025-01-02 11:00:00
L0000920,2025-01-01 19:00:00,P00043,ASIA,I0025,3,73.11,2025-01-03 04:00:00
L0000919,2025-01-01 19:00:00,P00035,EU,I0005,3,61.39,2025-01-02 08:00:00
L0000918,2025-01-01 19:00:00,P00022,NA,I0029,2,54.23,2025-01-03 02:00:00
L0000916,2025-01-01 19:00:00,P00008,NA,I0016,2,48.19,2025-01-03 00:00:00
L0000930,2025-01-01 19:00:00,P00130,ASIA,I0004,1,87.21,2025-01-02 19:00:00
L0000927,2025-01-01 19:00:00,P00106,NA,I0032,2,29.95,2025-01-02 14:00:00
L0000934,2025-01-01 19:00:00,P00224,NA,I0002,2,32.2,2025-01-02 09:00:00
L0000932,2025-01-01 19:00:00,P00157,EU,I0004,1,84.61,2025-01-03 03:00:00
L0000939,2025-01-01 19:00:00,P00275,NA,I0031,1,54.5,2025-01-03 00:00:00
L0000917,2025-01-01 19:00:00,P00015,NA,I0032,3,28.86,2025-01-02 19:00:00
L0000940,2025-01-01 19:00:00,P00291,EU,I0008,1,70.34,2025-01-02 07:00:00
L0000954,2025-01-01 19:00:00,P00461,NA,I0018,1,55.45,2025-01-02 07:00:00
L0000964,2025-01-01 19:00:00,P00586,ASIA,I0025,2,74.0,2025-01-02 23:00:00
L0000963,2025-01-01 19:00:00,P00572,ASIA,I0032,1,26.93,2025-01-02 16:00:00
L0000962,2025-01-01 19:00:00,P00569,EU,I0015,1,51.7,2025-01-03 05:00:00
L0000961,2025-01-01 19:00:00,P00544,NA,I0019,1,53.36,2025-01-03 06:00:00
L0000960,2025-01-01 19:00:00,P00517,NA,I0038,2,58.78,2025-01-02 15:00:00
L0000959,2025-01-01 19:00:00,P00511,NA,I0018,1,49.04,2025-01-03 05:00:00
L0000957,2025-01-01 19:00:00,P00478,EU,I0038,2,57.56,2025-01-02 10:00:00
L0000956,2025-01-01 19:00:00,P00469,NA,I0000,1,87.25,2025-01-03 01:00:00
L0000955,2025-01-01 19:00:00,P00462,NA,I0023,2,77.76,2025-01-02 19:00:00
L0000942,2025-01-01 19:00:00,P00312,NA,I0025,1,78.38,2025-01-02 10:00:00
L0000953,2025-01-01 19:00:00,P00452,ASIA,I0018,3,68.41,2025-01-02 12:00:00
L0000958,2025-01-01 19:00:00,P00494,NA,I0025,1,65.87,2025-01-02 16:00:00
L0000949,2025-01-01 19:00:00,P00393,NA,I0030,1,56.29,2025-01-03 02:00:00
L0000951,2025-01-01 19:00:00,P00418,NA,I0037,2,385.89,2025-01-02 22:00:00
L0000948,2025-01-01 19:00:00,P00375,ASIA,I0032,3,30.41,2025-01-02 17:00:00
L0000943,2025-01-01 19:00:00,P00328,EU,I0014,1,39.67,2025-01-02 15:00:00
L0000941,2025-01-01 19:00:00,P00296,ASIA,I0018,4,57.95,2025-01-02 21:00:00
L0000945,2025-01-01 19:00:00,P00338,NA,I0039,1,70.13,2025-01-03 05:00:00
L0000944,2025-01-01 19:00:00,P00334,ASIA,I0003,1,64.69,2025-01-02 17:00:00
L0000952,2025-01-01 19:00:00,P00443,ASIA,I0013,1,40.55,2025-01-03 02:00:00
L0000947,2025-01-01 19:00:00,P00373,ASIA,I0017,2,496.58,2025-01-03 03:00:00
L0000946,2025-01-01 19:00:00,P00346,ASIA,I0028,1,72.1,2025-01-02 14:00:00
L0004552,2025-01-01 19:47:00,P00144,,I0035,1,606.6,2025-01-02 01:47:00
L0000993,2025-01-01 20:00:00,P00340,EU,I0028,1,60.09,2025-01-02 21:00:00
L0000970,2025-01-01 20:00:00,P00029,NA,I0026,1,59.18,2025-01-03 06:00:00
L0000976,2025-01-01 20:00:00,P00153,NA,I0033,3,49.78,2025-01-02 08:00:00
L0000986,2025-01-01 20:00:00,P00228,ASIA,I0020,2,56.04,2025-01-02 19:00:00
L0000985,2025-01-01 20:00:00,P00220,ASIA,I0021,2,38.15,2025-01-02 18:00:00
L0000984,2025-01-01 20:00:00,P00206,ASIA,I0016,1,61.53,2025-01-02 23:00:00
L0000983,2025-01-01 20:00:00,P00190,EU,I0008,1,58.66,2025-01-03 03:00:00
L0000982,2025-01-01 20:00:00,P00189,EU,I0033,1,62.72,2025-01-03 04:00:00
L0000969,2025-01-01 20:00:00,P00019,ASIA,I0025,2,61.1,2025-01-03 03:00:00
L0000988,2025-01-01 20:00:00,P00269,ASIA,I0009,1,68.61,2025-01-02 09:00:00
L0000981,2025-01-01 20:00:00,P00187,EU,I0014,3,43.53,2025-01-02 16:00:00
L0000978,2025-01-01 20:00:00,P00165,NA,I0009,2,57.44,2025-01-02 20:00:00
L0000977,2025-01-01 20:00:00,P00164,NA,I0012,1,364.64,2025-01-03 05:00:00
L0000994,2025-01-01 20:00:00,P00341,EU,I0005,1,50.58,2025-01-02 19:00:00
L0000975,2025-01-01 20:00:00,P00143,ASIA,I0015,2,47.19,2025-01-03 03:00:00
L0000974,2025-01-01 20:00:00,P00134,ASIA,I0036,2,34.57,2025-01-02 18:00:00
L0000973,2025-01-01 20:00:00,P00108,EU,I0028,1,45.3,2025-01-02 23:00:00
L0000972,2025-01-01 20:00:00,P00096,EU,I0029,1,44.72,2025-01-02 10:00:00
L0000971,2025-01-01 20:00:00,P00093,NA,I0000,1,81.46,2025-01-02 23:00:00
L0000979,2025-01-01 20:00:00,P00173,EU,I0008,1,68.11,2025-01-02 23:00:00
L0000980,2025-01-01 20:00:00,P00182,ASIA,I0013,1,44.68,2025-01-03 02:00:00
L0000967,2025-01-01 20:00:00,P00010,EU,I0014,3,41.38,2025-01-03 04:00:00
L0001001,2025-01-01 20:00:00,P00442,EU,I0010,2,47.39,2025-01-02 08:00:00
L0000996,2025-01-01 20:00:00,P00373,ASIA,I0032,1,33.26,2025-01-02 21:00:00
L0000992,2025-01-01 20:00:00,P00334,ASIA,I0029,1,38.45,2025-01-02 16:00:00
L0001013,2025-01-01 20:00:00,P00574,NA,I0004,1,82.88,2025-01-02 19:00:00
L0001000,2025-01-01 20:00:00,P00410,NA,I0032,2,33.76,2025-01-02 15:00:00
L0000968,2025-01-01 20:00:00,P00013,EU,I0033,1,46.46,2025-01-02 13:00:00
L0000966,2025-01-01 20:00:00,P00005,ASIA,I0028,3,50.72,2025-01-03 05:00:00
L0000965,2025-01-01 20:00:00,P00001,ASIA,I0033,1,63.12,2025-01-03 00:00:00
L0000987,2025-01-01 20:00:00,P00244,EU,I0031,3,55.23,2025-01-02 18:00:00
L0000991,2025-01-01 20:00:00,P00319,NA,I0008,2,52.41,2025-01-02 14:00:00
L0000989,2025-01-01 20:00:00,P00295,ASIA,I0018,1,59.31,2025-01-02 09:00:00
L0001002,2025-01-01 20:00:00,P00448,NA,I0030,2,65.08,2025-01-02 15:00:00
L0000990,2025-01-01 20:00:00,P00318,EU,I0020,2,61.02,2025-01-02 10:00:00
L0001012,2025-01-01 20:00:00,P00557,EU,I0025,1,77.74,2025-01-02 15:00:00
L0001011,2025-01-01 20:00:00,P00556,ASIA,I0039,1,48.86,2025-01-02 08:00:00
L0001010,2025-01-01 20:00:00,P00544,NA,I0034,1,85.49,2025-01-02 19:00:00
L0001008,2025-01-01 20:00:00,P00509,EU,I0030,1,48.99,2025-01-02 20:00:00
L0001007,2025-01-01 20:00:00,P00507,NA,I0036,2,26.49,2025-01-03 00:00:00
L0001005,2025-01-01 20:00:00,P00483,ASIA,I0004,1,79.99,2025-01-02 12:00:00
L0001004,2025-01-01 20:00:00,P00477,NA,I0000,1,76.23,2025-01-02 22:00:00
L0001003,2025-01-01 20:00:00,P00462,NA,I0005,3,42.18,2025-01-02 17:00:00
L0001006,2025-01-01 20:00:00,P00497,EU,I0034,2,92.47,2025-01-03 03:00:00
L0000999,2025-01-01 20:00:00,P00402,EU,I0014,1,45.39,2025-01-03 06:00:00
L0000998,2025-01-01 20:00:00,P00393,NA,I0020,1,48.85,2025-01-02 15:00:00
L0000997,2025-01-01 20:00:00,P00385,NA,I0025,3,56.33,2025-01-03 05:00:00
L0000995,2025-01-01 20:00:00,P00364,NA,I0001,1,391.56,2025-01-03 05:00:00
L0001009,2025-01-01 20:00:00,P00510,NA,I0038,2,65.54,2025-01-02 14:00:00
L0004551,2025-01-01 20:11:00,P00510,,I0027,1,84.45,2025-01-02 02:11:00
L0001045,2025-01-01 21:00:00,P00377,NA,I0032,1,30.8,2025-01-03 02:00:00
L0001044,2025-01-01 21:00:00,P00370,EU,I0028,3,50.86,2025-01-02 22:00:00
L0001050,2025-01-01 21:00:00,P00416,ASIA,I0023,1,63.04,2025-01-02 13:00:00
L0001055,2025-01-01 21:00:00,P00468,EU,I0011,2,370.19,2025-01-02 22:00:00
L0001052,2025-01-01 21:00:00,P00434,ASIA,I0019,1,56.84,2025-01-02 13:00:00
L0001053,2025-01-01 21:00:00,P00452,ASIA,I0023,1,63.79,2025-01-03 04:00:00
L0001054,2025-01-01 21:00:00,P00467,NA,I0027,1,394.41,2025-01-02 11:00:00
L0001056,2025-01-01 21:00:00,P00506,EU,I0027,3,375.89,2025-01-03 04:00:00
